time,ghi,temp
2019-12-31 18:00:00-06:00,0.0,23.407
2019-12-31 19:00:00-06:00,0.0,22.95
2019-12-31 20:00:00-06:00,0.0,22.561
2019-12-31 21:00:00-06:00,0.0,22.182
2019-12-31 22:00:00-06:00,0.0,21.883
2019-12-31 23:00:00-06:00,0.0,21.545
2020-01-01 00:00:00-06:00,0.0,21.138
2020-01-01 01:00:00-06:00,0.0,20.684
2020-01-01 02:00:00-06:00,0.0,20.338
2020-01-01 03:00:00-06:00,0.0,20.042
2020-01-01 04:00:00-06:00,0.0,19.747
2020-01-01 05:00:00-06:00,0.0,19.497
2020-01-01 06:00:00-06:00,29.0,19.247
2020-01-01 07:00:00-06:00,305.00000000000006,20.257
2020-01-01 08:00:00-06:00,569.0000000000001,21.82
2020-01-01 09:00:00-06:00,776.0,23.124
2020-01-01 10:00:00-06:00,955.0,24.818
2020-01-01 11:00:00-06:00,1043.0000000000002,26.53
2020-01-01 12:00:00-06:00,1040.0,27.371
2020-01-01 13:00:00-06:00,960.0,27.762
2020-01-01 14:00:00-06:00,800.9999999999999,27.831
2020-01-01 15:00:00-06:00,592.0,27.515
2020-01-01 16:00:00-06:00,304.0,26.537
2020-01-01 17:00:00-06:00,30.0,24.604
2020-01-01 18:00:00-06:00,0.0,22.989
2020-01-01 19:00:00-06:00,0.0,22.227
2020-01-01 20:00:00-06:00,0.0,21.448
2020-01-01 21:00:00-06:00,0.0,20.689
2020-01-01 22:00:00-06:00,0.0,20.074
2020-01-01 23:00:00-06:00,0.0,19.735
2020-01-02 00:00:00-06:00,0.0,19.554
2020-01-02 01:00:00-06:00,0.0,19.345
2020-01-02 02:00:00-06:00,0.0,19.044
2020-01-02 03:00:00-06:00,0.0,18.846
2020-01-02 04:00:00-06:00,0.0,18.792
2020-01-02 05:00:00-06:00,0.0,18.719
2020-01-02 06:00:00-06:00,27.0,18.701
2020-01-02 07:00:00-06:00,290.0,20.394
2020-01-02 08:00:00-06:00,552.0,23.206
2020-01-02 09:00:00-06:00,794.0,25.575
2020-01-02 10:00:00-06:00,941.0000000000001,27.337
2020-01-02 11:00:00-06:00,1016.0,28.607
2020-01-02 12:00:00-06:00,1012.0,29.607
2020-01-02 13:00:00-06:00,906.0,30.197
2020-01-02 14:00:00-06:00,647.0,30.154
2020-01-02 15:00:00-06:00,353.0,29.476
2020-01-02 16:00:00-06:00,161.0,28.255
2020-01-02 17:00:00-06:00,18.0,26.606
2020-01-02 18:00:00-06:00,0.0,25.434
2020-01-02 19:00:00-06:00,0.0,24.641
2020-01-02 20:00:00-06:00,0.0,23.805
2020-01-02 21:00:00-06:00,0.0,23.065
2020-01-02 22:00:00-06:00,0.0,22.5
2020-01-02 23:00:00-06:00,0.0,22.116
2020-01-03 00:00:00-06:00,0.0,21.893
